EstablishmentID,InspectionDate,InspectionID,EstTypeDesc,premise_name,premise_adr1_num,premise_adr1_street,premise_city,premise_state,premise_zip,InspectionType,score,InspTypeSpecificViolID,ViolationDesc,critical_yn,Insp_Viol_Comments,rpt_area_id,ObjectId
71263,2018/10/12 04:00:00+00,1420990,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,84,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,Raw potentially hazardous food not being stored to prevent cross-contamination.  ,605,405
71263,2018/10/12 04:00:00+00,1420990,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,84,6,Potentially hazardous food properly thawed,No,Improper thawing methods being used for potentially hazardous foods. (seafood thawed in standing water)  ,605,406
71263,2018/10/12 04:00:00+00,1420990,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,84,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage. (food stored uncovered in walk in cooler and not at least six inches off of the floor)  ,605,407
71263,2018/10/12 04:00:00+00,1420990,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,84,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Suitable dispensing utensils not being used by employees for handling food. (cups used as scoops)  ,605,408
34335,2018/03/26 04:00:00+00,1367379,FOOD SERVICE,GODFATHER II,5000,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,85,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Working containers used for storing poisonous or toxic materials are not clearly and individually identified with the common name.  LABEL ALL TOXIC ITEMS AS TO THEIR CONTENTS  Presence of poisonous or toxic materials that are not required for the operation/maintenance of the food establishment.  STORE ALL PERSONAL MEDICATIONS AWAY FROM FOOD,605,409
71263,2018/10/12 04:00:00+00,1420990,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,84,22,SEWAGE AND WASTE DISPOSAL.,Yes,All sewage and waste water not disposed of in an approved manner. (major leak at waste pipe of hand sink)  ,605,410
71263,2018/10/12 04:00:00+00,1420990,FOOD SERVICE,CHEER KING STAR,231,S 5TH ST,LOUISVILLE,KY,40202,REGULAR,84,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Cleaning and maintenance equipment not properly stored. (Fly tape used in prep area)  ,605,411
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,Dish soap not available at dishwasher.  ,605,412
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Hands not washed to prevent contamination from previous task.  Employee eating, drinking, smoking in unauthorized area.  ",605,413
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not drained properly.  Floors not clean.  Floors not maintained/constructed and or installed properly.  ,605,414
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,Handwashing sink is unclean.  Handwashing sink is not accessible.  ,605,415
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.  ,605,416
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,8,"Food Protection - storage, prep, display, service, transp.",No,Uncovered food.  ,605,417
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 135 degrees Fahrenheit or higher at all times except during necessary periods of preparation and service. (fried chicken holding at 121 degrees F) (grilled chicken holding at 125 degrees F) (discarded)  Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (chicken salad holding at 49 degrees F) (discarded)  ,605,418
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,19,Food/Non-food contact surfaces of equip/utensils clean,No,Gasket(s) not clean.  ,605,419
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,Food contact surfaces not clean and sanitized. (inside of reach-in cooler) (milk containers heavily soiled) (dirty dishware stored on clean dishware rack) (food preparation table soiled)  Equipment food contact surfaces and utensils are not cleaned at proper intervals. (knives and cutting boards)  ,605,420
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,Walls and ceiling are not clean.  Hoods not clean.  ,605,421
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,18,"Wiping cloths clean, use restricted",No,Cloths in use not stored in sanitizer solution.  ,605,422
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,"Toxic items not properly stored. (chemicals stored next to food, single service items and clean food equipment)  Toxic items do not bear a legible manufacturer`s label.  ",605,423
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Gasket(s) in disrepair.  ,605,424
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,23,"Installed, maintained",No,Condensation leak inside of cooler(s).  ,605,425
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,13,SUPERVISION:PERSON IN CHARGE PRESENT AND DEMONSTRATES KNOWLEDGE OF FOOD SAFETY PRINCIPLES,Yes,Person-in-charge does not demonstrate knowledge.  ,605,426
91381,2018/09/04 04:00:00+00,1409828,FOOD SERVICE,ZAXBY'S #42401,5025,MUD LN,LOUISVILLE,KY,40229,REGULAR,67,14,"FOOD(ICE) CONTACT SURFACES DESIGNED, CONSTRUCTED, MAINTAINED, INSTALLED",No,"Multi-use food contact surfaces are not smooth, free of breaks, open seams, chips, etc. (cracked food container)  ",605,427
34335,2018/03/26 04:00:00+00,1367379,FOOD SERVICE,GODFATHER II,5000,PRESTON HWY,LOUISVILLE,KY,40213,REGULAR,85,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,NO SANTIZER ON PREMISE  ,605,428
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,Adulterated food due to rodent contamination.,605,429
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Fish, buttermilk, prepared sauces/foods 50-53 F.",605,430
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,4,Facilities to maintain product temp.,No,Two reach-in coolers not maintaining safe food temperatures.,605,431
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,8,"Food Protection - storage, prep, display, service, transp.",No,Food not protected during storage - eggs over salad.,605,432
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,19,Food/Non-food contact surfaces of equip/utensils clean,No,Equipment not clean. Clean & sanitize surfaces as needed.,605,433
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,20,"Storage, handling of clean equipment/utensils/single service articles",No,Single service items not stored in clean location.,605,434
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Rodent infestation.  Facility closed/cease and desist order issued.,605,435
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not clean-disrepair.,605,436
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,Walls/ceilings not clean-disrepair.,605,437
51013,2018/10/03 04:00:00+00,1420016,FOOD SERVICE,O'SHEA'S,956,BAXTER AVE,LOUISVILLE,KY,40205,REGULAR,77,34,"Premises main, free of litter, misc. articles, cleaning/maint. equip. properly stored. Authorized personnel rooms clean, lockers provided, located, used",No,Items unnecessary to facility present in various locales - remove-reduce-organize clutter.,605,438
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Unwholesome spoiled fruits, vegetables or other foods. (burgoo dated 11/24/18) (greens dated 11/24/18) (pork dated 11/25/18) (corrected)  ",605,439
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 135 degrees Fahrenheit or higher at all times except during necessary periods of preparation and service. (wings holding at 115 degrees F) (ribs holding at 70 degrees F)  ,605,440
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods. (walk-in cooler)  ,605,441
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,20,"Storage, handling of clean equipment/utensils/single service articles",No,Improper storage of clean utensils. (next to hand sink without a splash guard)  ,605,442
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items do not bear a legible manufacturer`s label.  ,605,443
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,2,"Container, properly labeled",No,Container without label. (seasoning)  ,605,444
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,9,Handling of food (ice) minimized. Dispensing utensils properly stored during use.,No,Scoop with handle not provided.  ,605,445
34233,2018/12/03 05:00:00+00,1432713,FOOD SERVICE,HOLY SMOKES BBQ,7508,PRESTON HWY,LOUISVILLE,KY,40219,REGULAR,80,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,Soda nozzles soiled.  ,605,446
100002,2018/08/10 04:00:00+00,1403949,FOOD SERVICE,JOY LUCK,9850,VON ALLMEN CT,LOUISVILLE,KY,40241,REGULAR,90,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Bare hand contact with ready-to eat foods.  Improper storage of personal drink(s)/food  ,605,447
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  Food was discarded.  ,605,448
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,4,Facilities to maintain product temp.,No,Lack of properly maintained refrigeration units for potentially hazardous foods.  ,605,449
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Employee eating, drinking, smoking in unauthorized area.  Personal drink on food prep line was discarded.    ",605,450
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,16,"Dishwashing facilities, designed, constructed, maintained, installed, located, operated. Accurate therm., chem. test kits, gauge",No,Warewashing machine not properly operated.  ,605,451
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,The chlorine solution for manual/mechanical warewashing is not at the proper concentration level.  Corrected.  The dishwasher was primed and sanitizer is at the right concentration.    ,605,452
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not maintained/constructed and or installed properly in the kitchen.  Floor drains need to be cleaned.    ,605,453
96120,2018/07/26 04:00:00+00,1400525,FOOD SERVICE,HOOTERS,4948,DIXIE HWY,LOUISVILLE,KY,40216,REGULAR,67,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of insects.  Insects around the drink station by the front door.  ,605,454
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,19,Food/Non-food contact surfaces of equip/utensils clean,No,"Non-food contact surfaces have accumulation of soil. (cooler shelving, gaskets)  ",605,455
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,18,"Wiping cloths clean, use restricted",No,Storing of chemical sanitizing solution containers on floor.  ,605,456
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not clean.  ,605,457
96476,2018/03/15 04:00:00+00,1365374,FOOD SERVICE,8 UP,350,W CHESTNUT ST,LOUISVILLE,KY,40202,REGULAR,76,15,"Food/Non-food contact surfaces designed, constructed, maintained, installed",No,"Food contact surfaces and/or utensils are not durable, corrosion resistant or non-absorbent.  REMOVE ALUMINU FOIL FROM SHELF  ",605,458
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil.  ,605,459
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (lobster holding at 48 degrees F) (cole slaw holding at 47 degrees F) (corrected)  ,605,460
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,20,"Storage, handling of clean equipment/utensils/single service articles",No,Clean utensils not being covered or inverted.  ,605,461
96476,2018/03/15 04:00:00+00,1365374,FOOD SERVICE,8 UP,350,W CHESTNUT ST,LOUISVILLE,KY,40202,REGULAR,76,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,"The chlorine solution for manual/mechanical warewashing is not at the proper concentration level.  CHLORINE NOT AT PROPER LEVEL, 50PPM MINUMUM CHLORINE  ",605,462
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,23,"Installed, maintained",No,Condensation leak inside of reach-in freezer.  ,605,463
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,"Individual disposable towels, a continuous towel system and/or or hand drying device not provided at lavatory or handsink.  ",605,464
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  ,605,465
96476,2018/03/15 04:00:00+00,1365374,FOOD SERVICE,8 UP,350,W CHESTNUT ST,LOUISVILLE,KY,40202,REGULAR,76,18,"Wiping cloths clean, use restricted",No,Cloths in use not stored in sanitizer solution.  SANITIZER NOT AT PROPER STRENGTH  CORRECTED,605,466
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,30,"Floors constructed, drained, clean, good repair, covering installation, easily cleanable",No,Floors not clean.  ,605,467
35028,2018/06/15 04:00:00+00,1389796,FOOD SERVICE,CAPTAIN D'S #3517,3801,OAKLAWN DR,LOUISVILLE,KY,40219,REGULAR,69,2,"Container, properly labeled",No,Container without label.  ,605,468
96476,2018/03/15 04:00:00+00,1365374,FOOD SERVICE,8 UP,350,W CHESTNUT ST,LOUISVILLE,KY,40202,REGULAR,76,23,"Installed, maintained",No,Plumbing not maintained in good repair.  REPAIR SPRAY HOSE LEAKING  ,605,469
89892,2018/06/13 04:00:00+00,1387431,FOOD SERVICE,COME BACK INN,909,SWAN ST,LOUISVILLE,KY,40204,REGULAR,79,31,"Walls, ceiling, attached equipment constructed, good repair, clean surfaces, easily cleanable. Rooms and equipment vented as required",No,"Walls, ceilings, and/or attached equipment are not clean. (vent hood)  ",605,470
92778,2018/01/26 05:00:00+00,1353677,FOOD SERVICE,EHRLER'S FH28,937,PHILLIPS LN,LOUISVILLE,KY,40209,REGULAR,94,28,"INSECTS/RODENTS-NO BIRDS, TURTLES, OTHER ANIMALS",Yes,Presence of rodents in commissary.,605,471
100800,2018/02/19 05:00:00+00,1359190,FOOD SERVICE,GUY FIERI'S SMOKEHOUSE,434,S 4TH ST,LOUISVILLE,KY,40202,REGULAR,90,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (cooked vegetables, dairy, cooked meats, raw meat 47- 50 F)    Corrected  ",605,472
99532,2018/04/14 04:00:00+00,1371967,SELF-CONTAINED MOBILE FOOD UNITS,RED TOP GOURMET HOT DOGS,,MOBILE UNIT 7181,LOUISVILLE,KY,40202,REGULAR,94,17,"SANITIZATION RINSE, TEMP., CONCE., EXP. TIME, EQUIP. UTENSILS, SANITIZED",Yes,"No hot or cold water available at 3-compartment sink to ware wash utensils, food service equipment, etc.  Temporary set-up until plumbing is fixed.",605,473
81787,2018/06/22 04:00:00+00,1391356,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUTER LOOP CHILD CARE,7612,SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,78,33,"TOXIC ITEMS PROPERLY STORED, LABELED, USED",Yes,Toxic items do not bear a legible manufacturer`s label. (corrected)  ,605,474
81787,2018/06/22 04:00:00+00,1391356,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUTER LOOP CHILD CARE,7612,SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,78,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service. (baked beans and hot dogs holding at 70 degrees F) (infant room cooler holding at 54 degrees F) (milk cooler holding at 57 degrees F)  (first fridge holding cream cheese at 48 degrees F) (quarantined)  ,605,475
81787,2018/06/22 04:00:00+00,1391356,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUTER LOOP CHILD CARE,7612,SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,78,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,"Canned food products observed which indicate swelling, leaking, rusting or severe dents. (quarantined)  ",605,476
81787,2018/06/22 04:00:00+00,1391356,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUTER LOOP CHILD CARE,7612,SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,78,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Improper storage of employee food/drink(s). (above food preperation, and inside of reach-in cooler and freezer) (corrected)  ",605,477
81787,2018/06/22 04:00:00+00,1391356,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUTER LOOP CHILD CARE,7612,SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,78,27,"Containers or receptacles, covered, adequate number, insect/rodent proof, frequency, clean. Outside storage area enclosures properly constructed, clean, controlled incineration",No,Garbage and refuse containers not covered as required. (dumpster)  ,605,478
81787,2018/06/22 04:00:00+00,1391356,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,OUTER LOOP CHILD CARE,7612,SHEPHERDSVILLE RD,LOUISVILLE,KY,40219,REGULAR,78,29,Outer openings protected,No,Outer openings not protected against the entry of pests. (back door)  ,605,479
101539,2018/02/07 05:00:00+00,1356964,FOOD SERVICE,DOUBLE DOGS,13307,SHELBYVILLE RD,LOUISVILLE,KY,40223,REGULAR,87,3,POTENTIALLY HAZARDOUS FOOD-SAFE TEMP.,Yes,"Potentially hazardous food not maintained at 41 degrees Fahrenheit or below at all times except during necessary periods of preparation and service.  Cooked pasta, Tillamook cheese dip, and tuna salad holding at 45-60 degrees F in open top cooling unit on cook line.  Raw philly meat holding at 50-52 degrees F in meat drawer on cook line.  All items quarantined and voluntarily destroyed.  ",605,480
101539,2018/02/07 05:00:00+00,1356964,FOOD SERVICE,DOUBLE DOGS,13307,SHELBYVILLE RD,LOUISVILLE,KY,40223,REGULAR,87,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,"Employee eating, drinking, smoking in unauthorized area.  Personal drink in food preparation area.  ",605,481
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,1,"SOURCE, RECORDS, CONDITION, SPOILAGE, ADULTERATED",Yes,MILK PRODUCTS OUT OF DATE  ,605,482
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,2,"Container, properly labeled",No,label all food  ,605,483
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,5,Thermometers provided and conspicuous,No,Lack of accurate thermometers in all refrigeration and freezing units storing potentially hazardous foods.  Thermometers must be conspicuous.  ,605,484
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,11,"HANDS WASHED AND CLEAN,HYGIENIC PRACTICES PREVENTING CONTAMINATION FROM HANDS",Yes,Hands not washed to prevent contamination from previous task.  OBSERVED  PERSONAL DRINKS NOT STORED PROPERLY  CORRECTED  ,605,485
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,19,Food/Non-food contact surfaces of equip/utensils clean,No,Non-food contact surfaces have accumulation of soil.  Dry storage shelves in need of cleaning.  CLEAN CUTTING BOARDS AS NEEDED  ,605,486
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,23,"Installed, maintained",No,Plumbing not maintained in good repair.  Condensation leak in refrigerated unit.  BEER COOLER  REACH INS HAVE RAGS IN BOTTOM OF UNIT,605,487
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,26,"Toilet rooms enclosed, self-closing doors, fixtures, good repair, clean, tissue, hand cleansers, sanitary towels/hand-drying devices provided, proper waste receptacles ",No,"Individual disposable towels, a continuous towel system and/or or hand drying device not provided at lavatory or handsink.  Proper waste receptacles not provided.  All hand sinks must be supplied with both soap and hand towels.  The ladies restroom must have a covered waste can.  ",605,488
33164,2018/01/05 05:00:00+00,1349321,FOOD SERVICE,WOODHAVEN COUNTRY CLUB,7200,WOODHAVEN RD,LOUISVILLE,KY,40291,REGULAR,71,29,Outer openings protected,No,Outer openings not protected against the entry of pests.  Back door NEEDS RESEALING  CLOSE WINDOW IN DISH ROOM OR INSTALL SCREEN  ,605,489
